0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.672439004854000100e-02	-1.138584776963826040e-02	0.000000000000000000e+00
9.655386688823597297e-02	2.558539685519833906e-03	0.000000000000000000e+00
1.777458418289205033e-01	3.849910768583221510e-02	0.000000000000000000e+00
2.780190307400503547e-01	9.157693209455126937e-02	0.000000000000000000e+00
3.946437673860423989e-01	1.557730333019973490e-01	0.000000000000000000e+00
5.245985809318775006e-01	2.244127947009744717e-01	0.000000000000000000e+00
6.648176705258330710e-01	2.907793304381866561e-01	0.000000000000000000e+00
8.125780975684869789e-01	3.487500731507008900e-01	0.000000000000000000e+00
9.660393778204070525e-01	3.932636150709267753e-01	0.000000000000000000e+00
1.124742377571028573e+00	4.203382459380528013e-01	0.000000000000000000e+00
1.297671812065929853e+00	4.285722695613431998e-01	0.000000000000000000e+00
1.482487270990404893e+00	4.257187722469780722e-01	0.000000000000000000e+00
1.669643645392392184e+00	4.120946208238106534e-01	0.000000000000000000e+00
1.856402967346438171e+00	3.874299532013372183e-01	0.000000000000000000e+00
2.039665547485217001e+00	3.523911741563769962e-01	0.000000000000000000e+00
2.216070256070907796e+00	3.085854203728107814e-01	0.000000000000000000e+00
2.382136902240635123e+00	2.584543429118653091e-01	0.000000000000000000e+00
2.534416361707769738e+00	2.050724669912066256e-01	0.000000000000000000e+00
2.669627214459847409e+00	1.518830440366845114e-01	0.000000000000000000e+00
2.784772781139979614e+00	1.024085500325716824e-01	0.000000000000000000e+00
2.877241399069155214e+00	5.996784267897264237e-02	0.000000000000000000e+00
2.944894117246728005e+00	2.742335567697240517e-02	0.000000000000000000e+00
2.986140622780667719e+00	6.973580749584429306e-03	0.000000000000000000e+00
3.000000000000000000e+00	-4.163336342344337027e-17	0.000000000000000000e+00
2.988193961340763760e+00	1.007570450536680873e-02	0.000000000000000000e+00
2.952883361620476599e+00	3.975745064982220967e-02	0.000000000000000000e+00
2.894397198464704779e+00	8.744448765620371766e-02	0.000000000000000000e+00
2.813303430213335510e+00	1.505829820392824980e-01	0.000000000000000000e+00
2.710432806413857421e+00	2.258245737401870790e-01	0.000000000000000000e+00
2.586903981851872203e+00	3.092252726132775908e-01	0.000000000000000000e+00
2.444147384785526178e+00	3.964664495446117431e-01	0.000000000000000000e+00
2.283929743929091760e+00	4.830812462938560703e-01	0.000000000000000000e+00
2.108384749610051845e+00	5.646755072163214262e-01	0.000000000000000000e+00
1.920054167961124048e+00	6.371409500080053023e-01	0.000000000000000000e+00
1.721934931267761870e+00	6.968657427232840540e-01	0.000000000000000000e+00
1.517512729009594885e+00	7.409478944196883354e-01	0.000000000000000000e+00
1.310749611273914983e+00	7.674055554657859268e-01	0.000000000000000000e+00
1.098800487121408542e+00	7.731748539367487849e-01	0.000000000000000000e+00
8.859103250843234356e-01	7.441615665652785427e-01	0.000000000000000000e+00
6.874219024315126880e-01	6.824999268492988325e-01	0.000000000000000000e+00
5.088980424480049614e-01	5.959345961019670845e-01	0.000000000000000000e+00
3.540810755084798367e-01	4.934172911889359581e-01	0.000000000000000000e+00
2.252962117402517173e-01	3.840991171328155263e-01	0.000000000000000000e+00
1.239047579066335225e-01	2.766921207437775254e-01	0.000000000000000000e+00
5.061556063721928123e-02	1.789979343352446073e-01	0.000000000000000000e+00
5.668654244559090394e-03	9.748701398337006330e-02	0.000000000000000000e+00
-1.105897416997114746e-02	3.691403165399462227e-02	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
